"","text","created"
"286","nobody is allowed to go outside in spain due to the coronavirus crisis 

but in order to keep people moving this spos i","2020-03-15 23:59:56"
"287","thank god for our nurses doctors and all first responders on the front line of nys fight against coronavirus we owe the","2020-03-15 23:59:56"
"288","the thing that im worried about that no one seems to be addressing publicly is what happens to people who have hea attac","2020-03-15 23:59:56"
"289","q
why is big pharma essential
expand your thinking past cures

we can guide but you must organically uncover the truth","2020-03-15 23:59:56"
"290","president trump says the coronavirus is something that we have total control over 

completely and utterly false

the p","2020-03-15 23:59:56"
"291","when president trump calls the coronavirus response a wholeofamerica effo he means it

unprecedented publicprivate","2020-03-15 23:59:56"
"292","trump has offered big money to german medical company for exclusive access to a covid vaccine german media repo

german","2020-03-15 23:59:56"
"293","futures plummet after fed slashes ratesspeaks
such a move by central banks globally shows they understand","2020-03-15 23:59:56"
"294","it would be wise for chile to shut the border now and minimize additional contamination until you have a good handle on","2020-03-15 23:59:56"
"295","seriouslythat many people 

 onlypercent of americans trust donald trump to handle coronavirus crisis poll says http","2020-03-15 23:59:56"
"296","ufb if youre healthy and you know it isolate 
ufb if youre healthy and you know it isolate
ufb if youre healthy and you know it","2020-03-15 23:59:56"
"297","protect ya neck against the coronavirus we are making a few thousand prints and distributing them across new york city fe","2020-03-15 23:59:56"
"298","coronavirus update europe

 italynew cases
 spainnew cases
 germanynew cases
 france","2020-03-15 23:59:56"
"299","trump tried to poach german scientists working on a cure for coronavirus and offered cash so the vaccine would be excl","2020-03-15 23:59:56"
"300","due to coronavirus my summer body will be postponed untilthank you for understanding","2020-03-15 23:59:56"
"301","dead this is not a fidget spinner type trend which fictional character would survive the coronavirus

 trendin","2020-03-15 23:59:56"
"302","maralago defies guest testing positive for coronavirus and florida governors call to end large gatherings with lara trum","2020-03-15 23:59:56"
"303","the best thing everyday americans can do to fight coronavirus","2020-03-15 23:59:56"
"304","joe lockha tries slandering fox news over wuhan coronavirus panic and manages to indict the media instead ufuffbufuffb","2020-03-15 23:59:56"
"305","theres no coronavirus in ba sing se","2020-03-15 23:59:56"
"306","dont worry if you cant get a coronavirus test the fed just cut rates","2020-03-15 23:59:56"
"307","best song to wash your hands to if you are an f fan uf smooth operator by sade","2020-03-15 23:59:56"
"308","asia got the coronavirus on lock yet they the ones getting all the racism and hate while europe has it worse and europeans","2020-03-15 23:59:56"
"309","to get more supplies in our grocery stores more quickly i will remove any regulatory barrier that stands in the way 

t","2020-03-15 23:59:56"
"310","italy sings beautifully through the social isolation of coronavirus

coronavirusitaly","2020-03-15 23:59:56"
"311","las vegas closures wynn resos closing its vegas casinos for at least two weeks amid coronavirus pandemic","2020-03-15 23:59:56"
"312","trump walks off and refuses to answer questions after calling for the media to apologize to him at coronavirus presser","2020-03-15 23:59:56"
"313","footage shows police in new orleans attempting to clear bourbon street after louisianas governor signed a proclamation banning ga","2020-03-15 23:59:56"
"314","we especially pray for those on the front linesour healthcare providers who are daily fighting the coronavirus and at","2020-03-15 23:59:56"
"315","trump denied the available who coronavirus test kit
 the week delay cost american lives
 after this delay os","2020-03-15 23:59:56"
"316","oomf got tested for coronavirus and it came out negative so i repleid oh no im so sorry you can get through it stay stro","2020-03-15 23:59:56"
"317","a visual on why social distancing is impoant in combating the coronavirus which originated in china","2020-03-15 23:59:56"
"318","is the coronavirus in russia","2020-03-15 23:59:56"
"319","donald trump tried to convince german scientists to make coronavirus vaccine only for the united states repo","2020-03-15 23:59:56"
"320","so i told my boss theres a chance i was exposed to coronavirus at a reso in vegas and i was told to just work f","2020-03-15 23:59:56"
"321","dance monkey caused coronavirus","2020-03-15 23:59:56"
"322","joker is crazy but not stupid wash your hands and be safe coronavirus","2020-03-15 23:59:56"
"323","beautiful piece by kalungi uufef

my hea is broken but my faith is not taken

so much is written about","2020-03-15 23:59:56"
"324","confirmed cases on the island of ireland tonight

this day last week it was 

coronavirus","2020-03-15 23:59:56"
"325","he does not ease the fears of americans he angrily demands media apologizefor what repoing undeniable facts
 trump","2020-03-15 23:59:56"
"326","practicing being upset about plans getting cancelled due to the coronavirus 

inspired by","2020-03-15 23:59:56"
"327","breaking first dose for possible coronavirus vaccine to be trialled tomorrow in the united states","2020-03-15 23:59:56"
"328","first over m people have read this aicle bybut its really the best compilation on the epidemiology of co","2020-03-15 23:59:56"
"329","protect ya neck against the coronavirus we are making a few thousand prints and distributing them across new york city fe","2020-03-15 23:59:56"
"330","coronavirus infects me

the flint stone gummy i ate back in","2020-03-15 23:59:56"
"331","the coronavirus really making people awaken their inner a guy boughtwatermelons from those math problems","2020-03-15 23:59:56"
"332","holy shit arizona is actively suppressing their upcoming vote blaming coronavirus and closingof their polling loc","2020-03-15 23:59:56"
"333","i am grateful that presidenthas designated today as a national day of prayer for those affected by t","2020-03-15 23:59:56"
"334","trump denied the available who coronavirus test kit
 the week delay cost american lives
 after this delay os","2020-03-15 23:59:56"
"335","jennifer rubin says that more republicans will die of coronavirus than democrats because president trump and rightwing me","2020-03-15 23:59:56"
"336","knows there are many more americans infected with coronavirus than repoed

the more anticipated infections repo","2020-03-15 23:59:56"
"337","cdc announces its recommending no gatherings ofpeople anywhere in the united states for at least eight weeks spos","2020-03-15 23:59:56"
"338","the last patient in wuhan has been dispatched all temporary hospitals have been closed life is going back to normal co","2020-03-15 23:59:56"
"339","if china loses this legal battle against gilead to produce the coronavirus vaccine they should just disregard it and dist","2020-03-15 23:59:56"
"340","eric yuan is the most ethical founderceo that i knowalways do the right thing when no one is watchingasking is the bes","2020-03-15 23:59:56"
"341","post moem guidance on covidper cdc","2020-03-15 23:59:56"
"342","when we have a coronavirus vaccine ready to go it should be made widely available free of charge period","2020-03-15 23:59:56"
"343","coronavirus screening at us airpos causes hour wait in crowded lines","2020-03-15 23:59:56"
"344","breakinghaiti closes its border with dominican republicwhich hascoronavirus cases also suspending flights fro","2020-03-15 23:59:56"
"345","lookuff at uffthe uffdateuff both trump and john bolton are directly responsible for the reprehensibl","2020-03-15 23:59:56"
"346","just got tested for coronavirus but the doctor said that i only have aids","2020-03-15 23:59:56"
"347","california seniors should stay isolated and bars should close to fight coronavirus gov gavin newsom says","2020-03-15 23:59:56"
"348","lcs inhouses were great we had k viewers as the scuffed secondary stream andconsistently hit k on the","2020-03-15 23:59:56"
